Section,=,Rectangular CFST,,,No of tests =,,1003,,,,,,,,,,
Load type ,=,"Axial compression, no moment",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Refference,,,,,Geometry,,,,Steel,,,Concrete,,,,,
Source,Refference,Year,Ref. No,Speciment,b (mm),h (mm),t (mm),L (mm),fy (MPa),fu (MPa),Ea (Gpa),fc (MPa),Ec (Gpa),fc type,δo (mm),N Test (kN),Notes
Mark (RCFT_C+PBC),Knowles & Park,1969,[25],Column-17,76.20,76.20,3.35,508.00,324.05,375.76,,40.85,,Cyl,,505.76,Concrete Strength from Knowles and Park (1970)
Mark (RCFT_C+PBC),Knowles & Park,1969,[25],Column-18,76.20,76.20,3.35,254.00,324.05,375.76,,40.85,,Cyl,,511.55,Concrete Strength from Knowles and Park (1970)
Mark (RCFT_C+PBC),Bridge,1976,[49],SHC-2,204.00,203.30,10.01,3050.00,290.00,,,31.10,,Cyl,,2869.00,
Mark (RCFT_C+PBC),Lin,1988,[67],D7,150.00,150.00,0.70,480.00,245.17,,,22.56,,,,558.00,
Mark (RCFT_C+PBC),Lin,1988,[67],D8,150.00,150.00,0.70,800.00,245.17,,,22.56,,,,611.93,
Mark (RCFT_C+PBC),Lin,1988,[67],D10,150.00,150.00,1.40,800.00,245.17,,,22.56,,,,711.96,
Mark (RCFT_C+PBC),Lin,1988,[67],D12,150.00,150.00,2.10,800.00,245.17,,,22.56,,,,793.36,
Mark (RCFT_C+PBC),Lin,1988,[67],D13,150.00,200.00,0.70,480.00,245.17,,,22.56,,,,795.32,
Mark (RCFT_C+PBC),Lin,1988,[67],D14,150.00,200.00,0.70,800.00,245.17,,,22.56,,,,705.10,
Mark (RCFT_C+PBC),Lin,1988,[67],D16,150.00,200.00,1.40,800.00,245.17,,,22.56,,,,881.62,
Mark (RCFT_C+PBC),Lin,1988,[67],D18,150.00,200.00,2.10,800.00,245.17,,,22.56,,,,844.35,
Mark (RCFT_C+PBC),Lin,1988,[67],E7,150.00,150.00,0.70,480.00,245.17,,,33.73,,,,747.27,
Mark (RCFT_C+PBC),Lin,1988,[67],E10,150.00,150.00,1.40,800.00,245.17,,,35.30,,,,973.80,
Mark (RCFT_C+PBC),Lin,1988,[67],E15,150.00,200.00,1.40,480.00,245.17,,,33.73,,,,1172.88,
Mark (RCFT_C+PBC),Lin,1988,[67],E18,150.00,200.00,2.10,800.00,245.17,,,35.30,,,,1268.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-1,80.00,120.00,5.00,200.00,357.50,,,35.70,,Cyl,,850.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-2,80.00,120.00,5.00,200.00,341.00,,,38.80,,Cyl,,900.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-3,80.00,120.00,5.00,200.00,341.00,,,40.50,,Cyl,,920.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-4,80.00,120.00,5.00,200.00,362.60,,,39.10,,Cyl,,950.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-5,80.00,120.00,5.00,200.00,362.60,,,36.00,,Cyl,,955.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-6a,100.00,150.00,5.00,100.00,346.70,,,38.50,,Cyl,,1370.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-6b,100.00,150.00,5.00,200.00,346.70,,,38.50,,Cyl,,1210.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-7a,100.00,150.00,5.00,100.00,346.70,,,38.30,,Cyl,,1340.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-7b,100.00,150.00,5.00,200.00,346.70,,,38.30,,Cyl,,1200.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-8a,100.00,150.00,5.00,100.00,340.00,,,38.70,,Cyl,,1300.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-8b,100.00,150.00,5.00,200.00,340.00,,,38.70,,Cyl,,1190.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-9a,100.00,150.00,5.00,100.00,340.00,,,39.60,,Cyl,,1320.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],Stub-9b,100.00,150.00,5.00,200.00,340.00,,,39.60,,Cyl,,1200.00,
Mark (RCFT_C+PBC),Shakir-Khalil & Mouli,1990,[51],6,100.00,150.00,5.00,2940.00,346.70,,,38.50,,Cyl,,1003.00,
Mark (RCFT_C+PBC),Matsui & Tsuda,1996,[72],C4-0,150.00,150.00,4.50,600.00,438.36,490.33,,31.87,,,,1597.50,
Mark (RCFT_C+PBC),Matsui & Tsuda,1996,[72],C8-0,150.00,150.00,4.50,1200.00,438.36,490.33,,31.87,,,,1585.74,
Mark (RCFT_C+PBC),Matsui & Tsuda,1996,[72],C12-0,150.00,150.00,4.50,1800.00,438.36,490.33,,31.87,,,,1572.99,
Mark (RCFT_C+PBC),Matsui & Tsuda,1996,[72],C18-0,150.00,150.00,4.50,2700.00,438.36,490.33,,31.87,,,,1356.26,
Mark (RCFT_C+PBC),Matsui & Tsuda,1996,[72],C24-0,150.00,150.00,4.50,3600.00,438.36,490.33,,31.87,,,,1143.46,
Mark (RCFT_C+PBC),Matsui & Tsuda,1996,[72],C30-0,150.00,150.00,4.50,4500.00,438.36,490.33,,31.87,,,,909.08,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-1-1,130.00,130.00,2.65,780.00,340.10,,,22.00,,Cube,,760.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-1-2,130.00,130.00,2.65,780.00,340.10,,,22.00,,Cube,,770.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-1-1,130.00,130.00,2.65,780.00,340.10,,,22.00,,Cube,,690.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-1-2,130.00,130.00,2.65,780.00,340.10,,,22.00,,Cube,,739.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-2-1,240.00,360.00,2.65,1440.00,340.10,,,22.00,,Cube,,2300.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-2-2,240.00,360.00,2.65,1440.00,340.10,,,22.00,,Cube,,2250.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-2-1,240.00,360.00,2.65,1440.00,340.10,,,22.00,,Cube,,1610.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-2-2,240.00,360.00,2.65,1440.00,340.10,,,22.00,,Cube,,1600.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-3-1,130.00,195.00,2.65,780.00,340.10,,,22.00,,Cube,,980.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-3-2,130.00,195.00,2.65,780.00,340.10,,,22.00,,Cube,,960.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-3-1,130.00,195.00,2.65,780.00,340.10,,,22.00,,Cube,,880.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-3-2,130.00,195.00,2.65,780.00,340.10,,,22.00,,Cube,,900.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-6-1,130.00,195.00,2.65,2340.00,340.10,,,22.00,,Cube,,890.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-6-2,130.00,195.00,2.65,2340.00,340.10,,,22.00,,Cube,,815.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-6-1,130.00,195.00,2.65,2340.00,340.10,,,22.00,,Cube,,645.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-6-2,130.00,195.00,2.65,2340.00,340.10,,,22.00,,Cube,,625.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-8-1,90.00,135.00,2.65,540.00,340.10,,,22.00,,Cube,,580.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-8-2,90.00,135.00,2.65,540.00,340.10,,,22.00,,Cube,,592.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-8-1,90.00,135.00,2.65,540.00,340.10,,,22.00,,Cube,,570.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-8-2,90.00,135.00,2.65,540.00,340.10,,,22.00,,Cube,,552.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-9-1,120.00,240.00,2.65,720.00,340.10,,,22.00,,Cube,,1140.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],M-9-2,120.00,240.00,2.65,720.00,340.10,,,22.00,,Cube,,1032.00,
Mark (RCFT_C+PBC),Han & Yao,2003a,[15],H-9-1,120.00,240.00,2.65,720.00,340.10,,,22.00,,Cube,,968.00,
Mark (RCFT_C+PBC),Han & Yang,2003,[94],R-1,60.00,100.00,2.93,600.00,293.50,,,34.30,,Cube,,490.00,
Mark (RCFT_C+PBC),Han & Yang,2003,[94],R-3,80.00,100.00,2.93,600.00,293.50,,,34.30,,Cube,,680.00,
Mark (RCFT_C+PBC),Han & Yang,2003,[94],R-5,60.00,120.00,2.93,600.00,293.50,,,34.30,,Cube,,570.00,
Mark (RCFT_C+PBC),Han & Yang,2003,[94],R-7,90.00,120.00,2.93,600.00,293.50,,,34.30,,Cube,,825.00,
Mark (RCFT_C+PBC),Han & Yao ,2003b,[16],S-1,120.00,120.00,2.65,360.00,340.00,,,20.10,,Cube,,640.00,
Mark (RCFT_C+PBC),Han & Yao,2003b,[16],SP-1,120.00,120.00,2.65,360.00,340.00,,,20.10,,Cube,,664.00,PreloadedSteel
Mark (RCFT_C+PBC),Han & Yao,2003b,[16],S-3,120.00,120.00,2.65,360.00,340.00,,,36.00,,Cube,,816.00,
Mark (RCFT_C+PBC),Han & Yao,2003b,[16],SP-3,120.00,120.00,2.65,360.00,340.00,,,36.00,,Cube,,812.00,PreloadedSteel
Mark (RCFT_C+PBC),Han & Yao,2003b,[16],L-2,120.00,120.00,2.65,1400.00,340.00,,,36.00,,Cube,,769.00,
Mark (RCFT_C+PBC),Han & Yao,2003b,[16],LP-2,120.00,120.00,2.65,1400.00,340.00,,,36.00,,Cube,,730.00,PreloadedSteel
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C1-N,100.00,200.00,5.00,2000.00,360.00,,,33.40,,Cube,,1242.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C2-N,100.00,200.00,5.00,2000.00,360.00,,,33.40,,Cube,,1242.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C3-LW,100.00,200.00,5.00,2000.00,360.00,,,10.00,,Cube,,1062.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C4-LW,100.00,200.00,5.00,2000.00,360.00,,,10.00,,Cube,,1022.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C6-N,140.00,140.00,4.00,2100.00,366.00,,,33.40,,Cube,,1011.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C7-LW,140.00,140.00,4.00,2100.00,366.00,,,10.00,,Cube,,716.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C8-N,140.00,140.00,5.00,2100.00,362.00,,,33.40,,Cube,,1248.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C9-LW,140.00,140.00,5.00,2100.00,362.00,,,10.00,,Cube,,1005.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C28-N,90.00,150.00,3.00,2250.00,320.00,,,33.40,,Cube,,691.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C29-N,90.00,150.00,3.00,2250.00,320.00,,,33.40,,Cube,,638.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C30-LW,90.00,150.00,3.00,2250.00,320.00,,,10.00,,Cube,,503.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C31-LW,90.00,150.00,3.00,2250.00,320.00,,,10.00,,Cube,,491.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C32-LW,90.00,150.00,3.00,2250.00,320.00,,,10.00,,Cube,,515.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C33-LW,90.00,150.00,3.00,2250.00,320.00,,,10.00,,Cube,,492.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C34-N,90.00,150.00,3.00,2250.00,320.00,,,33.40,,Cube,,738.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C35-N,90.00,150.00,3.00,2250.00,320.00,,,33.40,,Cube,,625.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C36-N,100.00,100.00,2.00,2500.00,240.00,,,33.40,,Cube,,350.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C37-N,100.00,100.00,2.00,2500.00,240.00,,,33.40,,Cube,,360.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C38-N,100.00,100.00,2.00,2500.00,240.00,,,33.40,,Cube,,396.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C39-N,100.00,100.00,2.00,2500.00,240.00,,,33.40,,Cube,,342.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C40LW,100.00,100.00,2.00,2500.00,240.00,,,10.00,,Cube,,261.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C41LW,100.00,100.00,2.00,2500.00,240.00,,,10.00,,Cube,,240.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C42LW,100.00,100.00,2.00,2500.00,240.00,,,10.00,,Cube,,265.00,
Mark (RCFT_C+PBC),Ghannam et al.,2004,[31],C43LW,100.00,100.00,2.00,2500.00,240.00,,,10.00,,Cube,,243.00,
Mark (RCFT_C+PBC),Han et al.,2004,[61],S-1,100.00,100.00,2.93,600.00,293.50,,,34.30,,Cube,,802.00,
Mark (RCFT_C+PBC),Han et al.,2004,[61],S-2,120.00,120.00,2.93,600.00,293.50,,,34.30,,Cube,,1054.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],sssc-1,200.00,200.00,3.00,600.00,303.50,,,58.50,,Cube,,2458.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],sssc-2,200.00,200.00,3.00,600.00,303.50,,,58.50,,Cube,,2594.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],ssh-1,200.00,200.00,3.00,600.00,303.50,,,58.50,,Cube,,2306.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],ssh-2,200.00,200.00,3.00,600.00,303.50,,,58.50,,Cube,,2284.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],ssv-1,200.00,200.00,3.00,600.00,303.50,,,58.50,,Cube,,2550.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],ssv-2,200.00,200.00,3.00,600.00,303.50,,,58.50,,Cube,,2587.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],lssc1-1,200.00,200.00,3.00,2310.00,303.50,,,58.50,,Cube,,1986.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],lssc1-2,200.00,200.00,3.00,2310.00,303.50,,,58.50,,Cube,,2045.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],lsh1-1,200.00,200.00,3.00,2310.00,303.50,,,58.50,,Cube,,2280.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],lsh1-2,200.00,200.00,3.00,2310.00,303.50,,,58.50,,Cube,,2173.00,
Mark (RCFT_C+PBC),Han & Yao,2004,[16],lsv1,200.00,200.00,3.00,2310.00,303.50,,,58.50,,Cube,,2258.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-A-2,148.00,148.00,4.38,444.00,262.00,300.00,,25.40,,Cyl,,1153.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-A-4-1,148.00,148.00,4.38,444.00,262.00,300.00,,40.50,,Cyl,,1414.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-A-4-2,148.00,148.00,4.38,444.00,262.00,300.00,,40.50,,Cyl,,1402.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-A-8,148.00,148.00,4.38,444.00,262.00,300.00,,77.00,,Cyl,,2108.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-C-2,215.00,215.00,4.38,645.00,262.00,300.00,,25.40,,Cyl,,1777.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-C-4-1,215.00,215.00,4.38,645.00,262.00,300.00,,41.10,,Cyl,,2424.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-C-4-2,215.00,215.00,4.38,645.00,262.00,300.00,,41.10,,Cyl,,2393.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-C-8,215.00,215.00,4.38,645.00,262.00,300.00,,80.30,,Cyl,,3837.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-D-2,323.00,323.00,4.38,969.00,262.00,300.00,,25.40,,Cyl,,3367.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-D-4-1,323.00,323.00,4.38,969.00,262.00,300.00,,41.10,,Cyl,,4950.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-D-4-2,323.00,323.00,4.38,969.00,262.00,300.00,,41.10,,Cyl,,4830.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR4-D-8,324.00,324.00,4.38,972.00,262.00,300.00,,80.30,,Cyl,,7481.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-A-2,144.00,144.00,6.36,432.00,618.00,651.00,,25.40,,Cyl,,2572.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-A-4-1,144.00,144.00,6.36,432.00,618.00,651.00,,40.50,,Cyl,,2808.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-A-4-2,144.00,144.00,6.36,432.00,618.00,651.00,,40.50,,Cyl,,2765.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-A-8,144.00,144.00,6.36,432.00,618.00,651.00,,77.00,,Cyl,,3399.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-C-2,211.00,211.00,6.36,633.00,618.00,651.00,,25.40,,Cyl,,3920.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-C-4-1,211.00,211.00,6.36,633.00,618.00,651.00,,40.50,,Cyl,,4428.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-C-4-2,211.00,211.00,6.36,633.00,618.00,651.00,,40.50,,Cyl,,4484.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-C-8,211.00,211.00,6.36,633.00,618.00,651.00,,77.00,,Cyl,,5758.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-D-2,319.00,319.00,6.36,957.00,618.00,651.00,,25.40,,Cyl,,6320.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-D-4-1,319.00,319.00,6.36,957.00,618.00,651.00,,41.10,,Cyl,,7780.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-D-4-2,318.00,318.00,6.36,954.00,618.00,651.00,,41.10,,Cyl,,7473.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR6-D-8,319.00,319.00,6.36,957.00,618.00,651.00,,85.10,,Cyl,,10357.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-A-2,120.00,120.00,6.47,360.00,835.00,908.00,,25.40,,Cyl,,2819.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-A-4-1,120.00,120.00,6.47,360.00,835.00,908.00,,40.50,,Cyl,,2957.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-A-4-2,120.00,120.00,6.47,360.00,835.00,908.00,,40.50,,Cyl,,2961.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-A-8,119.00,119.00,6.47,357.00,835.00,908.00,,77.00,,Cyl,,3318.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-C-2,175.00,175.00,6.47,525.00,835.00,908.00,,25.40,,Cyl,,4210.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-C-4-1,175.00,175.00,6.47,525.00,835.00,908.00,,40.50,,Cyl,,4493.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-C-4-2,175.00,175.00,6.47,525.00,835.00,908.00,,40.50,,Cyl,,4542.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-C-8,175.00,175.00,6.47,525.00,835.00,908.00,,77.00,,Cyl,,5366.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-D-2,265.00,265.00,6.47,795.00,835.00,908.00,,25.40,,Cyl,,6546.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-D-4-1,264.00,264.00,6.47,792.00,835.00,908.00,,41.10,,Cyl,,7117.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-D-4-2,265.00,265.00,6.47,795.00,835.00,908.00,,41.10,,Cyl,,7172.00,
Mark (RCFT_C+PBC),Sakino et al. ,2004,[80],CR8-D-8,265.00,265.00,6.47,795.00,835.00,908.00,,80.30,,Cyl,,8990.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR4-A-4-3,210.00,210.00,5.48,630.00,294.00,381.00,,39.10,,Cyl,,3183.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR4-A-9,211.00,211.00,5.48,633.00,294.00,381.00,,91.10,,Cyl,,4773.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR4-C-4-3,210.00,210.00,4.50,630.00,277.00,364.00,,39.10,,Cyl,,2713.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR4-C-9,211.00,211.00,4.50,633.00,277.00,364.00,,91.10,,Cyl,,4371.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR6-A-4-3,211.00,211.00,8.83,633.00,536.00,727.00,,39.10,,Cyl,,5898.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR6-A-9,211.00,211.00,8.83,633.00,536.00,727.00,,91.10,,Cyl,,7008.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR6-C-4-3,204.00,204.00,5.95,612.00,540.00,772.00,,39.10,,Cyl,,4026.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR6-C-9,204.00,204.00,5.95,612.00,540.00,772.00,,91.10,,Cyl,,5303.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR8-A-4-3,180.00,180.00,9.45,540.00,825.00,927.00,,39.10,,Cyl,,6803.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR8-A-9,180.00,180.00,9.45,540.00,825.00,927.00,,91.10,,Cyl,,7402.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR8-C-4-3,180.00,180.00,6.60,540.00,824.00,941.00,,39.10,,Cyl,,5028.00,
Mark (RCFT_C+PBC),Sakino et al.,2004,[80],CR8-C-9,180.00,180.00,6.60,540.00,824.00,941.00,,91.10,,Cyl,,5873.00,
Mark (RCFT_C+PBC),Tao et al.,2007,[95],UCFT1-1,200.00,200.00,2.50,1190.00,270.00,346.00,,58.30,,Cyl,,2260.00,
Mark (RCFT_C+PBC),Tao et al.,2007,[95],UCFT2-1,200.00,200.00,2.50,2340.00,270.00,346.00,,58.30,,Cyl,,2305.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S30-1,100.00,100.00,1.90,300.00,404.00,,,121.60,,Cyl,,1209.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S30-2,100.00,100.00,1.90,300.00,404.00,,,121.60,,Cyl,,1220.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S30-3,100.00,100.00,1.90,300.00,404.00,,,121.60,,Cyl,,1190.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S30-4,100.00,100.00,1.90,300.00,404.00,,,121.60,,Cyl,,1220.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S90-1,100.00,100.00,1.90,900.00,404.00,,,121.60,,Cyl,,1013.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S90-2,100.00,100.00,1.90,900.00,404.00,,,121.60,,Cyl,,1010.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S150-1,100.00,100.00,1.90,1500.00,404.00,,,121.60,,Cyl,,915.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S150-2,100.00,100.00,1.90,1500.00,404.00,,,121.60,,Cyl,,945.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S300-1,100.00,100.00,1.90,3000.00,404.00,,,121.60,,Cyl,,474.00,
Mark (RCFT_C+PBC),Yu et al.,2008,[81],S300-2,100.00,100.00,1.90,3000.00,404.00,,,121.60,,Cyl,,466.00,
Mark (RCFT_C+PBC),Yang & Han,2012,[86],Scfst-1,150.00,150.00,3.00,675.00,324.40,466.50,,52.60,,Cyl,,1516.00,
Mark (RCFT_C+PBC),Yang & Han,2012,[86],Scfst-2,150.00,150.00,3.00,900.00,324.40,466.50,,52.60,,Cyl,,1599.00,
Mark (RCFT_C+PBC),Ding et al.,2014,[100],SST1-A,249.60,249.60,3.70,750.00,324.30,,,40.40,,Cyl,,3131.00,
Mark (RCFT_C+PBC),Ding et al.,2014,[100],SST1-B,251.00,251.00,3.75,750.00,324.30,,,40.40,,Cyl,,2832.00,
Mark (RCFT_C+PBC),Ding et al.,2014,[100],SST1-C,251.10,251.10,3.73,750.00,324.30,,,40.40,,Cyl,,2677.00,Weld failure prior to maximum strength
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],SC1B,70.00,70.00,5.00,210.00,701.00,754.00,,21.00,,Cyl,,1367.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],SC2B,100.00,100.00,5.00,300.00,701.00,754.00,,21.00,,Cyl,,1934.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],SC3B,125.00,125.00,5.00,375.00,701.00,754.00,,21.00,,Cyl,,2348.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],SC4B,150.00,150.00,5.00,450.00,701.00,754.00,,21.00,,Cyl,,2828.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC1,110.00,110.00,5.00,330.00,701.00,754.00,,54.50,,Cyl,,2203.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC2,110.00,110.00,5.00,330.00,701.00,754.00,,54.50,,Cyl,,2234.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC3,140.00,140.00,5.00,420.00,701.00,754.00,,54.50,,Cyl,,2942.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC4,140.00,140.00,5.00,420.00,701.00,754.00,,54.50,,Cyl,,2840.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC5,170.00,170.00,5.00,510.00,701.00,754.00,,54.50,,Cyl,,3118.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC6,170.00,170.00,5.00,510.00,701.00,754.00,,54.50,,Cyl,,3243.00,Tubes had stiffener plates at the member ends
